trip_id,part,trip_id_unique_station,trip_id_unique,line_id,direction,alternative,cluster,station_index,station_id,station_name,arrival_time,door_closing_time,arrival_is_estimated,latitude,longitude,passengers_up,passengers_continue,mekadem_nipuach_luz,passengers_continue_menupach
118794,?,118794a2,118794a,10650,2,#,???? ????? ?????,2,20004,?????/?? ??????,11:35:00,11:36:00,FALSE,32.06129,34.78481,0,0,2,0
121355,?,121355a2,121355a,10601,2,1,???? ????? ?????,2,20004,?????/?? ??????,21:51:16,,TRUE,32.06129,34.78481,0,7,2.75,19.25
119058,?,119058a27,119058a,13608,2,1,???? ????? ?????,27,39547,??????/??? ?????,16:48:27,,TRUE,32.30311,34.87519,0,4,4,16
321484,?,321484a40,321484a,16071,2,#,????? ?????? ???????????+????? ?????,40,26619,??' ??? ?????/??????,16:56:00,16:56:00,FALSE,32.11545,34.79026,0,10,2.111111111,21.11111111
311361,?,311361a28,311361a,19072,2,0,"?????-????""?-?????",28,21499,??? ?????????/????,8:06:00,8:06:00,FALSE,32.04814,34.76918,0,16,3,48
314232,?,314232c33,314232c,37085,1,4,????-????,33,31849,?????/???,8:26:09,,TRUE,32.006855,34.95833,0,1,1,1
311276,?,311276c15,311276c,10240,1,0,?? ??-??? ??,15,22947,?????/?? ??????,11:47:00,11:47:00,FALSE,32.0615,34.784664,1,11,4,44
314564,?,314564c34,314564c,10138,1,0,????-????,34,31688,???????/?? ???,18:11:00,18:11:00,FALSE,31.964525,34.793728,0,11,2,22
310711,?,310711c38,310711c,22141,2,0,?????-?? ??,38,31430,???? 412/????? ???? ????,22:28:37,,TRUE,32.00421,34.826324,0,8,3.5,28
119455,?,119455a40,119455a,10621,1,#,???? ????? ?????,40,31490,"???""? ?? ?????",10:57:09,,TRUE,32.04741,34.84405,0,0,0.666666667,0
315930,?,315930a48,315930a,11289,1,0,"?????-????""?-?????",48,35881,??????/???????,17:16:06,,TRUE,32.01738,34.79581,0,0,2.666666667,0
221291,?,221291a9,221291a,25005,2,0,?? ????,9,25833,???????/???,11:28:00,11:28:00,FALSE,32.09144,34.77601,2,8,2.75,22
314600,?,314600c18,314600c,33077,2,0,????-????,18,31159,??????/??? ?????,8:18:00,8:18:00,FALSE,32.06344,34.86139,2,11,1.333333333,14.66666667
412812,?,412812a38,412812a,10135,1,2,?????-??? ??,38,26143,??????/?????,12:40:25,,TRUE,32.05038,34.81638,0,1,0.5,0.5
415607,?,415607a22,415607a,15058,2,0,?????-??? ??,22,21125,???? ???/???????,18:12:00,18:12:00,FALSE,32.07828,34.80122,1,3,2.75,8.25
314229,?,314229a20,314229a,19072,1,0,"?????-????""?-?????",20,25258,"???""? ????/???? ??????",13:35:00,13:35:00,FALSE,32.0408,34.76737,1,22,2.833333333,62.33333333
110903,?,110903c2,110903c,15066,1,0,"?""?-?""?",2,35336,?? ?????/??????,10:10:00,10:10:00,FALSE,32.09116,34.885384,3,5,2.4,12
119065,?,119065a19,119065a,36035,2,#,???? ????? ?????,19,25644,"??? ?????/??""?",8:04:18,,TRUE,32.054,34.78997,0,8,0.75,6
118352,?,118352a29,118352a,10572,1,#,???? ????? ?????,29,20234,???? ????? ??????/???????,16:32:00,16:32:00,FALSE,32.14856,34.83963,0,8,0.333333333,2.666666667
120445,?,120445a29,120445a,10621,1,#,???? ????? ?????,29,21258,??? ?? ????/???? 4,14:52:00,14:52:00,FALSE,32.06781,34.83984,0,5,0.333333333,1.666666667
119636,?,119636a2,119636a,16510,2,#,???? ????? ?????,2,20004,?????/?? ??????,13:45:00,13:45:00,FALSE,32.06129,34.78481,1,2,2.666666667,5.333333333
111858,?,111858b2,111858b,10565,1,#,???? ????? ?????,2,32068,???????/????? ????,12:02:00,12:02:00,FALSE,32.16758,34.90109,1,1,1,1
310225,?,310225c21,310225c,11119,2,0,"?????-????""?-?????",21,35863,????? ?????/???? ?????,15:07:00,15:07:00,FALSE,31.979315,34.797832,1,15,0.25,3.75
121142,?,121142a22,121142a,10551,1,1,???? ????? ?????,22,37861,???? ???? ?????,5:24:00,5:24:00,FALSE,32.17575,34.89074,4,16,1,16
415464,?,415464a13,415464a,16061,2,0,?????-??? ??,13,21384,"???? ????/???""?",15:36:00,15:36:00,FALSE,32.07923,34.82506,1,6,2.454545455,14.72727273
319552,?,319552a9,319552a,16071,1,#,????? ?????? ???????????+????? ?????,9,21092,??' ??? ?????/?? ??????,18:34:00,18:34:00,FALSE,32.10994,34.78891,1,18,1.533333333,27.6
110367,?,110367b1,110367b,10575,2,#,???? ????? ?????,1,20001,?. ???? ?? ????- ??????/??????,17:52:00,18:07:00,FALSE,32.08316,34.79609,1,1,1.333333333,1.333333333
310293,?,310293b42,310293b,16071,2,#,????? ?????? ???????????+????? ?????,42,21617,??? ?????/??' ??? ?????,7:33:00,7:33:00,FALSE,32.12342,34.79071,0,7,1.375,9.625
218877,?,218877a11,218877a,14041,2,0,?? ????,11,25205,"???/????""?",16:51:00,16:52:00,FALSE,32.03797,34.75042,0,3,2.5,7.5
111697,?,111697b9,111697b,10575,2,#,???? ????? ?????,9,21469,"???? ?????/?""? ?'???' ????",20:39:00,20:40:00,FALSE,32.11122,34.80174,2,4,1.666666667,6.666666667
312361,?,312361a39,312361a,18019,1,0,"?????-????""?-?????",39,21480,????/??? ????? ??????,9:51:09,,TRUE,32.05203,34.7724,0,13,2.25,29.25
411354,?,411354a25,411354a,13039,2,0,?????-??? ??,25,25604,???????/??????,7:38:00,7:38:00,FALSE,32.07018,34.78271,1,15,1.8,27
211842,?,211842b7,211842b,39017,1,0,?????-??? ???,7,21356,???? ??????/??????,18:45:00,18:46:00,FALSE,32.1107,34.8379,5,13,2.75,35.75
313071,?,313071c15,313071c,13139,1,0,????-????,15,31138,??? ????? / ????,15:43:00,15:43:00,FALSE,32.04807,34.86513,7,24,1.333333333,32
214100,?,214100c7,214100c,27004,2,0,?? ????,7,21574,??? ?? ??/??? ??? ????,6:33:00,6:33:00,FALSE,32.04684,34.800034,1,7,7,49
118809,?,118809a33,118809a,10623,1,#,???? ????? ?????,33,21675,??? ????/??? ???? ????,19:51:32,,TRUE,32.07189,34.78929,0,4,0.666666667,2.666666667
410230,?,410230a31,410230a,13067,1,0,?????-??? ??,31,26143,??????/?????,6:26:25,,TRUE,32.05038,34.81638,0,4,3,12
211214,?,211214b10,211214b,12161,1,0,?????-??? ???,10,20551,????? ????? ???''?/??' ?? ??????,20:37:00,20:37:00,FALSE,32.08293,34.77704,1,34,3,102
315098,?,315098c18,315098c,17078,1,0,????-????,18,31478,???? 40/????? ?????,15:12:37,,TRUE,32.06343,34.902847,0,14,1,14
314229,?,314229c25,314229c,14068,2,0,????-????,25,27059,??? ?'????????/?? ???,0:21:41,,TRUE,32.09282,34.83772,0,0,2.833333333,0
112513,?,112513c1,112513c,15066,2,0,"?""?-?""?",1,26961,??????,13:02:00,13:02:00,FALSE,32.06759,34.765118,2,2,3.25,6.5
120296,?,120296a6,120296a,13611,1,#,???? ????? ?????,6,39223,"?????? ?? ????/???""?",11:18:29,,TRUE,32.31539,34.85686,0,2,1,2
310451,?,310451a16,310451a,18099,2,?,????? ?????? ???????????+????? ?????,16,37660,??????/??? ???,6:08:00,6:09:00,FALSE,32.01529,34.76046,2,21,2,42
310447,?,310447a20,310447a,18099,1,#,????? ?????? ???????????+????? ?????,20,36238,??????/???????,5:57:00,5:57:00,FALSE,32.01556,34.75409,0,1,2,2
121355,?,121355a22,121355a,10601,2,1,???? ????? ?????,22,39607,???? ?????,22:31:00,22:31:00,FALSE,32.21701,34.82843,0,34,2.75,93.5
112011,?,112011c16,112011c,11126,2,#,???? ????? ?????,16,25071,????? ????????/??? ????,5:44:38,,TRUE,32.101887,34.792778,0,3,1.5,4.5
320763,?,320763a9,320763a,10129,2,0,"?????-????""?-?????",9,31751,????????/????? ????,12:57:29,,TRUE,31.96697,34.78323,0,9,2.25,20.25
219764,?,219764a6,219764a,19016,2,0,?? ????,6,26051,??' ??? ?????/????,12:14:11,,TRUE,32.04764,34.80996,0,4,1.5,6
314298,?,314298a41,314298a,12172,2,0,"?????-????""?-?????",41,23021,"?????/???""?",14:55:00,14:55:00,FALSE,32.0666,34.7717,1,27,2.857142857,77.14285714
111947,?,111947b19,111947b,10565,2,#,???? ????? ?????,19,37171,???? ???? ????,10:23:00,10:23:00,FALSE,32.13837,34.89577,1,8,1.75,14
314861,?,314861c21,314861c,11436,1,0,????-????,21,31769,??????/????,16:13:00,16:13:00,FALSE,32.00542,34.854702,0,1,1,1
111242,?,111242b1,111242b,10613,2,#,???? ????? ?????,1,26476,"???? ??""?/???? ????",7:59:00,8:14:00,FALSE,32.0729,34.83311,1,1,0.666666667,0.666666667
111819,?,111819a12,111819a,11609,2,#,???? ????? ?????,12,34842,????? ?????/???????,7:46:37,,TRUE,32.19633,34.87819,0,10,0.666666667,6.666666667
219124,?,219124a40,219124a,17033,2,0,?? ????,40,25869,??? ??????/??' ????,11:40:03,,TRUE,32.10071,34.78188,0,10,2.6,26
314814,?,314814c2,314814c,12446,1,0,????-????,2,34550,????? ???? ??????/?????? ?????,13:01:49,,TRUE,32.097336,34.881695,0,0,1,0
315865,?,315865a19,315865a,10189,1,0,"?????-????""?-?????",19,20361,??? ??????/??' ???? ????,16:47:00,16:47:00,FALSE,32.0751,34.78157,1,27,2.25,60.75
316096,?,316096a10,316096a,12271,1,#,????? ?????? ???????????+????? ?????,10,25071,????? ????????/??? ????,18:11:00,18:11:00,FALSE,32.10157,34.79285,9,29,3,87
314486,?,314486c30,314486c,21037,2,0,????-????,30,21301,?? ?????????/?????? ???????,7:04:00,7:04:00,FALSE,32.05918,34.79872,2,11,3,33
311323,?,311323c22,311323c,18075,2,#,????? ?????? ???????????+????? ?????,22,25274,?. ???? ???? ?????,7:11:19,,TRUE,32.03719,34.778233,0,22,1.333333333,29.33333333
120446,?,120446a33,120446a,10564,2,#,???? ????? ?????,33,37033,??????/???????,18:03:00,18:04:00,FALSE,32.17491,34.90961,0,2,1,2
210330,?,210330b17,210330b,16061,1,3,?????-??? ??,17,21035,?????????/??? ????,8:35:04,,TRUE,32.08276,34.79321,0,7,2,14
311930,?,311930b47,311930b,53073,2,0,"?????-????""?-?????",47,25360,???????/??????,22:45:00,22:45:00,FALSE,32.06789,34.76502,0,0,3,0
313166,?,313166a1,313166a,15145,2,#,????? ?????? ???????????+????? ?????,1,39719,???? ???????,10:29:00,10:29:00,FALSE,32.03736,34.76203,0,0,2.333333333,0
210681,?,210681b26,210681b,27004,1,0,?? ????,26,21538,??? ?? ??/??? ??? ????,15:45:00,15:45:00,FALSE,32.04669,34.7999,0,8,0.466666667,3.733333333
120188,?,120188a1,120188a,11501,1,#,???? ????? ?????,1,37269,???? ?????,15:35:00,15:35:00,FALSE,32.17537,34.8905,1,1,2.75,2.75
111861,?,111861b34,111861b,16024,2,#,???? ????? ?????,34,21387,"???? ?????/?""? ?'???' ????",8:46:00,8:46:00,FALSE,32.11021,34.80153,0,17,4,68
311842,?,311842c23,311842c,16040,1,0,?? ??-??? ??,23,20445,??????? ?????/???? ?????,17:29:00,17:29:00,FALSE,32.047253,34.762886,1,34,2.714285714,92.28571429
314610,?,314610c30,314610c,17078,1,0,????-????,30,31144,???/??? ???,19:23:47,,TRUE,32.037792,34.888912,0,11,1,11
315056,?,315056c5,315056c,14444,2,0,????-????,5,32057,???? ?? ??,5:41:00,5:41:00,FALSE,31.988483,34.90744,1,1,0.5,0.5
410211,?,410211a16,410211a,16061,1,0,?????-??? ??,16,21035,?????????/??? ????,6:05:12,,TRUE,32.08276,34.79321,0,9,4,36
222113,?,222113a14,222113a,21014,2,0,?? ????,14,25950,??? ?????/????,21:21:00,21:21:00,FALSE,32.0953,34.79842,0,1,0.8,0.8
315967,?,315967a4,315967a,17011,1,#,????? ?????? ???????????+????? ?????,4,36345,???? 2000/???? ????,16:04:00,16:04:00,FALSE,32.00477,34.79398,3,8,2.4,19.2
122478,?,122478a47,122478a,20048,2,#,?????,47,36595,??? ??? ???? ????/?.?.????,13:21:20,,TRUE,32.17727,34.85431,0,0,2.2,0
210455,?,210455b5,210455b,16061,2,0,?????-??? ??,5,26462,"?? ??????/??""?",10:02:00,10:02:00,FALSE,32.0658,34.83294,1,8,2.3,18.4
110304,?,110304b7,110304b,10605,1,#,???? ????? ?????,7,39204,??? ??? ???????????/?? ???,10:54:22,,TRUE,32.30956,34.8546,0,8,1.5,12
314670,?,314670c6,314670c,17078,1,0,????-????,6,31582,??????? / ?????????,8:13:39,,TRUE,32.085236,34.88221,0,3,0.666666667,2
122216,?,122216a3,122216a,22006,1,#,???? ????? ?????,3,21356,???? ??????/??????,7:32:00,7:32:00,FALSE,32.1107,34.8379,1,1,1.333333333,1.333333333
310161,?,310161c27,310161c,10189,1,0,"?????-????""?-?????",27,20825,??' ?? ????/??? ????,7:11:00,7:11:00,FALSE,32.0539,34.774815,3,10,2.25,22.5
220156,?,220156a26,220156a,11204,2,0,?? ????,26,23003,?? ?????/??????,11:23:00,11:23:00,FALSE,32.08256,34.7713,0,4,3.2,12.8
312936,?,312936c9,312936c,34046,1,0,?????-?? ??,9,21454,"???? ????/????""?",6:36:00,6:36:00,FALSE,32.062878,34.792015,0,1,2.5,2.5
122729,?,122729a42,122729a,16024,2,#,???? ????? ?????,42,25902,????? ?????/?????,10:11:49,,TRUE,32.09383,34.78955,0,12,2.8,33.6
313004,?,313004a15,313004a,21088,1,#,????? ?????? ???????????+????? ?????,15,25225,???/???? ?????,9:55:04,,TRUE,32.04204,34.75161,0,4,2.333333333,9.333333333
313999,?,313999c19,313999c,21037,1,0,????-????,19,31642,???? ?????  ?????? ????,11:18:00,11:18:00,FALSE,32.03288,34.867073,4,9,2.8,25.2
122230,?,122230a12,122230a,10532,2,#,???? ????? ?????,12,20096,????? ???????/??? ????,9:10:12,,TRUE,32.13687,34.79859,0,53,0.666666667,35.33333333
311888,?,311888c35,311888c,12171,2,#,????? ?????? ???????????+????? ?????,35,20597,????????/???????,7:34:00,7:34:00,FALSE,32.113007,34.798492,2,21,2.8,58.8
316025,?,316025a47,316025a,27087,2,#,????? ?????? ???????????+????? ?????,47,33944,??? ???/???????,19:52:00,19:52:00,FALSE,32.01667,34.81229,0,6,2.666666667,16
312984,?,312984a12,312984a,16071,2,#,????? ?????? ???????????+????? ?????,12,35778,'?????/????????,11:00:00,11:01:00,FALSE,31.99765,34.77397,5,15,1.555555556,23.33333333
312152,?,312152b35,312152b,16071,2,#,????? ?????? ???????????+????? ?????,35,21415,??? ????/????? ?????,7:21:00,7:21:00,FALSE,32.09516,34.79446,4,18,1.375,24.75
218256,?,218256a5,218256a,11279,1,0,?? ????,5,25993,???????/?????,13:35:00,13:35:00,FALSE,32.10955,34.79835,1,6,2.666666667,16
110425,?,110425c21,110425c,46022,1,#,???? ????? ?????,21,38633,?. ???? ??????,16:08:00,16:08:00,FALSE,32.01497,34.762024,3,17,2,34
314122,?,314122c24,314122c,23076,1,0,????-????,24,31481,????? ??? ?????,14:03:00,14:03:00,FALSE,32.057476,34.873203,0,27,3,81
311844,?,311844c26,311844c,16040,1,0,?? ??-??? ??,26,20337,??' ???/?????? ?????,21:23:17,,TRUE,32.03746,34.757416,0,15,3,45
110568,?,110568b24,110568b,10607,1,#,???? ????? ?????,24,20064,"??? ????/??' ??""?",7:58:00,,TRUE,32.12212,34.79417,0,14,1.5,21
311372,?,311372a3,311372a,22089,2,0,"?????-????""?-?????",3,35852,???? ????/??? ?????,7:58:00,7:58:00,FALSE,32.00529,34.79754,5,5,1.6,8
413090,?,413090a24,413090a,14065,1,2,?????-??? ??,24,36451,??' ??????/????,9:38:00,9:38:00,FALSE,32.04913,34.83607,0,3,0.5,1.5
415465,?,415465a12,415465a,16061,2,0,?????-??? ??,12,26230,"???""?/?????",17:53:00,17:53:00,FALSE,32.07727,34.82526,1,20,2.454545455,49.09090909
210330,?,210330b10,210330b,16061,1,3,?????-??? ??,10,25805,?????/??????,8:02:50,,TRUE,32.08191,34.77584,0,11,2,22
222113,?,222113a18,222113a,21014,2,0,?? ????,18,26298,?????? ???,21:26:00,21:26:00,FALSE,32.09687,34.80417,0,0,0.8,0
110236,?,110236c15,110236c,15051,2,0,"?""?-?""?",15,22980,??? ?'????????/??? ?????,15:52:00,15:52:00,FALSE,32.091434,34.82576,2,22,5,110
120275,?,120275a22,120275a,10572,1,#,???? ????? ?????,22,26908,??? ???????/??? ???????,11:15:00,11:15:00,FALSE,32.16862,34.85278,3,11,1.333333333,14.66666667
313017,?,313017c50,313017c,13139,2,0,????-????,50,31738,"???""?/????? ????? ????",14:01:00,14:02:00,FALSE,32.050674,34.849266,0,0,1,0
317386,?,317386a13,317386a,17011,1,#,????? ?????? ???????????+????? ?????,13,35814,?????/??? ????,19:32:00,19:32:00,FALSE,31.99953,34.77319,0,7,1.75,12.25
210731,?,210731c1,210731c,39017,1,0,?????-??? ???,1,26806,??????,9:45:00,9:45:00,FALSE,32.114227,34.841354,0,0,2.5,0
212933,?,212933a12,212933a,20022,2,0,?? ????,12,26456,????? ?????/???? ?????,11:05:43,,TRUE,32.10999,34.83225,0,1,2.5,2.5
211740,?,211740b17,211740b,16061,1,0,?????-??? ??,17,26259,?????????/?????????,10:09:00,10:09:00,FALSE,32.08107,34.80893,0,22,2.555555556,56.22222222
416977,?,416977a1,416977a,15052,1,0,?????-??? ??,1,25439,?.?????? ?? ???? ???? 7/??????,21:57:00,21:57:00,FALSE,32.05614,34.77926,4,4,2,8
415766,?,415766a16,415766a,13039,1,0,?????-??? ??,16,21324,???? ???/?????,17:36:00,17:36:00,FALSE,32.06509,34.78757,10,41,2.833333333,116.1666667
210721,?,210721c19,210721c,14045,1,0,?????-??? ??,19,26137,??????/??????,21:23:00,21:23:00,FALSE,32.078003,34.814766,1,14,1.75,24.5
121121,?,121121a17,121121a,10531,1,#,???? ????? ?????,17,20308,?? ??????/???? ?????,20:49:00,20:49:00,FALSE,32.15676,34.84229,2,10,0.5,5
113819,?,113819c14,113819c,11266,1,0,"?""?-?""?",14,31040,????? ?????/????? ????,11:42:41,,TRUE,32.10139,34.876858,0,5,2.2,11
122328,?,122328a8,122328a,13611,2,#,???? ????? ?????,8,20050,??? ????/???? ?????,14:27:57,,TRUE,32.10369,34.79271,0,7,1,7
311687,?,311687c39,311687c,22018,1,0,?????-?? ??,39,36173,??? ???/????,0:33:00,0:33:00,FALSE,32.010586,34.757893,0,0,2.818181818,0
311857,?,311857c20,311857c,17043,1,0,?? ??-??? ??,20,31460,????????/??? ????,13:47:00,,TRUE,32.01828,34.7683,0,8,2.428571429,19.42857143
314153,?,314153c13,314153c,37085,2,4,????-????,13,35435,???? ??????,17:02:00,17:03:00,FALSE,32.024387,34.95281,1,15,1.666666667,25
312810,?,312810c19,312810c,16040,2,0,?? ??-??? ??,19,25211,??' ???????/??????,17:57:35,,TRUE,32.034515,34.752163,0,2,3,6
113923,?,113923c25,113923c,29082,2,0,"?""?-?""?",25,21161,??? ?'????????/?????????,21:32:00,21:32:00,FALSE,32.092564,34.840305,9,11,3.5,38.5
121218,?,121218a19,121218a,77015,1,#,???? ????? ?????,19,21577,????? ????/??? ?? ???,11:35:00,11:36:00,FALSE,32.04108,34.77426,0,3,2.833333333,8.5
210465,?,210465b1,210465b,16054,2,0,?????-??? ??,1,26806,??????,14:18:00,14:18:00,FALSE,32.11423,34.84135,2,2,2.5,5
114902,?,114902c17,114902c,10292,2,0,"?""?-?""?",17,21371,?????/??? ???????,19:08:00,19:08:00,FALSE,32.08051,34.84141,3,14,2.6,36.4
313214,?,313214c5,313214c,36079,1,0,????-????,5,36518,????? ?? ??????/?????,6:17:22,,TRUE,32.059196,34.849045,0,0,0.5,0
120290,?,120290a27,120290a,10551,2,#,???? ????? ?????,27,37058,?????/????,16:20:00,16:20:00,FALSE,32.17989,34.87776,1,10,2,20
119803,?,119803a36,119803a,12619,1,#,???? ????? ?????,36,20194,????????/???????,14:57:33,,TRUE,32.1378,34.83614,0,0,0.666666667,0
113210,?,113210c19,113210c,29082,1,0,"?""?-?""?",19,37655,???? ???/?'????????,16:25:00,16:25:00,FALSE,32.092697,34.84825,2,24,3.25,78
211486,?,211486b19,211486b,14267,2,0,?????-??? ??,19,26326,"???""?/????",12:59:00,12:59:00,FALSE,32.0839,34.81633,0,11,4,44
110435,?,110435c4,110435c,19047,1,#,?????,4,37060,?????/??????,21:41:38,,TRUE,32.17926,34.88064,0,0,2.2,0
220140,?,220140a20,220140a,33062,2,0,?? ????,20,20364,???????/?????,22:59:00,22:59:00,FALSE,32.08545,34.77462,0,10,2.4,24
120305,?,120305a17,120305a,10551,2,#,???? ????? ?????,17,37176,???? ??? ??,19:49:00,19:50:00,FALSE,32.15123,34.89482,2,7,0.25,1.75
312517,?,312517c46,312517c,15025,1,0,?????-?? ??,46,39736,????? ???????/???????,12:39:00,12:39:00,FALSE,32.02657,34.748077,0,6,3.375,20.25
315204,?,315204c6,315204c,19205,2,0,????-????,6,21452,????? ??????/???? ???,6:21:51,,TRUE,32.101246,34.827847,0,4,0.5,2
312436,?,312436c14,312436c,15042,2,0,?? ??-??? ??,14,36230,??' ???????/???? ???????,20:56:00,20:56:00,FALSE,32.029896,34.7505,1,5,3,15
312031,?,312031b28,312031b,18075,1,#,????? ?????? ???????????+????? ?????,28,37566,?????/????????,16:50:00,16:50:00,FALSE,32.01885,34.77071,1,12,1.333333333,16
211426,?,211426b15,211426b,35002,1,0,?????-??? ???,15,22276,??? ?????/???????,19:40:00,19:40:00,FALSE,32.08669,34.82934,6,30,1.6,48
210479,?,210479b5,210479b,27004,2,0,?? ????,5,21572,??? ?? ??/???? ???????,14:16:19,,TRUE,32.04578,34.80572,0,20,1,20
122194,?,122194a6,122194a,10571,2,#,???? ????? ?????,6,32408,???? ????/????????,8:40:00,8:40:00,FALSE,32.09901,34.89611,2,9,2,18
111447,?,111447c35,111447c,10524,1,#,???? ????? ?????,35,21666,????? ??????/??? ??? ???,9:04:00,9:04:00,FALSE,32.09881,34.827473,1,2,0.666666667,1.333333333
412357,?,412357a13,412357a,23018,2,0,?????-??? ???,13,31057,????/?????,10:48:12,,TRUE,32.05893,34.86937,0,10,2,20
316287,?,316287a6,316287a,19095,2,#,????? ?????? ???????????+????? ?????,6,33942,???? ???/???? ????,16:07:00,16:07:00,FALSE,32.02406,34.81012,0,11,2.666666667,29.33333333
310128,?,310128b16,310128b,18010,2,0,"?????-????""?-?????",16,36221,?????/???????,18:59:00,18:59:00,FALSE,32.02735,34.74534,1,8,2.833333333,22.66666667
122371,?,122371a8,122371a,10650,1,#,???? ????? ?????,8,39283,????? ??????/????? ?????,15:10:00,15:10:00,FALSE,32.33767,34.85954,1,9,1.333333333,12
313017,?,313017c18,313017c,13139,2,0,????-????,18,37623,???????/?????????,13:09:00,13:09:00,FALSE,31.96382,34.800335,0,11,1,11
317141,?,317141a15,317141a,19095,1,#,????? ?????? ???????????+????? ?????,15,33895,?????? ?????/?????,22:16:10,,TRUE,32.01692,34.77057,0,9,3,27
312268,?,312268c37,312268c,34046,1,0,?????-?? ??,37,35505,????/???????,9:40:00,9:40:00,FALSE,32.02612,34.743065,2,6,2.5,15
311659,?,311659b42,311659b,10189,1,0,"?????-????""?-?????",42,36355,"??' ???????/????? ??""?",17:47:00,17:47:00,FALSE,32.00978,34.79516,0,7,2.25,15.75
222570,?,222570a13,222570a,55008,1,0,?? ????,13,26457,???? ?????/????? ?????,15:16:05,,TRUE,32.11119,34.83187,0,1,1,1
119388,?,119388a15,119388a,10561,2,#,???? ????? ?????,15,32270,?'????????/????? ?????????,20:22:33,,TRUE,32.09241,34.85463,0,13,4,52
111447,?,111447c12,111447c,10524,1,#,???? ????? ?????,12,20308,?? ??????/???? ?????,8:05:00,8:05:00,FALSE,32.156765,34.842293,2,16,0.666666667,10.66666667
310342,?,310342c44,310342c,22089,2,0,"?????-????""?-?????",44,26724,????? ??????/??? ???,16:56:00,16:56:00,FALSE,32.11873,34.825928,0,1,1.333333333,1.333333333
213698,?,213698a8,213698a,25005,2,0,?? ????,8,25836,??' ??????/???????,13:31:00,13:32:00,FALSE,32.09227,34.77908,3,17,2.416666667,41.08333333
211993,?,211993b7,211993b,16054,1,0,?????-??? ??,7,20459,??? ????/?????,20:43:46,,TRUE,32.0548,34.76586,0,13,2.4,31.2
118610,?,118610a6,118610a,10567,2,#,???? ????? ?????,6,28665,??????/??? ?'????????,13:00:44,,TRUE,32.08253,34.80072,0,10,2.333333333,23.33333333
416980,?,416980a31,416980a,15052,2,0,?????-??? ??,31,21595,?? ?????????/??? ???????,22:40:00,22:40:00,FALSE,32.05932,34.80295,0,5,2.666666667,13.33333333
312658,?,312658a50,312658a,19095,1,#,????? ?????? ???????????+????? ?????,50,35780,?????/????,11:26:00,11:26:00,FALSE,32.03094,34.79929,0,0,2.333333333,0
211969,?,211969c16,211969c,17023,2,0,?? ????,16,25604,???????/??????,19:33:00,19:34:00,FALSE,32.07018,34.782696,1,8,0.833333333,6.666666667
311829,?,311829c14,311829c,15025,2,0,?????-?? ??,14,25206,???? ??????/??' ???????,10:57:11,,TRUE,32.032585,34.751587,0,20,4,80
218253,?,218253a12,218253a,19016,2,0,?? ????,12,26020,??? ?????/??? ?????,9:21:00,9:21:00,FALSE,32.05344,34.80164,0,11,1.4,15.4
411109,?,411109a5,411109a,15060,2,0,?????-??? ??,5,28620,??? ????/???? ?? ??????,8:16:00,8:16:00,FALSE,32.06876,34.83273,4,15,2.166666667,32.5
120408,?,120408a5,120408a,59021,2,#,???? ????? ?????,5,20130,??????/??????,20:03:31,,TRUE,32.1349,34.84615,0,4,2.5,10
111778,?,111778b43,111778b,16024,1,#,???? ????? ?????,43,26817,????/???? ?????,13:32:52,,TRUE,32.13325,34.84386,0,39,3,117
115210,?,115210c19,115210c,81001,1,0,"?""?-?""?",19,21654,??? ?'????????/??????,9:49:00,9:50:00,FALSE,32.085293,34.810135,8,38,3.142857143,119.4285714
311295,?,311295c20,311295c,22018,2,0,?????-?? ??,20,25227,???/?????,21:33:40,,TRUE,32.044857,34.752277,0,4,3,12
221374,?,221374a8,221374a,39028,1,2,?? ????,8,25619,'???? ?????/???? ?'???,20:37:03,,TRUE,32.07764,34.77803,0,2,2.333333333,4.666666667
314413,?,314413a8,314413a,16071,2,#,????? ?????? ???????????+????? ?????,8,36312,???? ???????/??? ?????,13:57:00,13:57:00,FALSE,31.99324,34.76744,2,8,1.454545455,11.63636364
121741,?,121741a25,121741a,11126,1,#,???? ????? ?????,25,25262,????? ??????/?????????,19:37:00,19:37:00,FALSE,32.04037,34.77031,4,12,2.666666667,32
211901,?,211901a34,211901a,39028,2,0,?? ????,34,26956,??????,8:41:00,8:41:00,FALSE,32.06729,34.76582,0,0,2,0
111882,?,111882b22,111882b,10531,2,1,???? ????? ?????,22,20196,??? ????? ???? ????? ????,9:53:28,,TRUE,32.1286,34.82898,0,10,0.333333333,3.333333333
310120,?,310120c12,310120c,34046,1,0,?????-?? ??,12,22939,"???? ????/??' ???""?",12:44:00,12:44:00,FALSE,32.055943,34.791748,1,18,3.25,58.5
314313,?,314313a26,314313a,10189,2,0,"?????-????""?-?????",26,21551,??' ?? ????/???? ?????,15:06:00,15:06:00,FALSE,32.05067,34.77392,3,22,2,44
311424,?,311424c43,311424c,16040,1,0,?? ??-??? ??,43,36155,??? ????/????????,14:48:00,14:48:00,FALSE,32.003666,34.753384,0,3,3.2,9.6
210870,?,210870b12,210870b,27004,2,0,?? ????,12,25642,??? ?????/????????,19:16:00,19:16:00,FALSE,32.05431,34.78799,6,20,0.545454545,10.90909091
114135,?,114135c38,114135c,81001,1,0,"?""?-?""?",38,36231,??' ???????/???? ???????,19:13:08,,TRUE,32.03012,34.75029,0,18,3.583333333,64.5
