trip_id_unique_station,passengers_up
414260a12,0
110424c27,3
219583a29,3
120807a16,1
121495a44,2
115465c27,3
219231a27,1
310559b22,0
311390c39,0
312546c25,0
212376a6,0
110397b7,0
412187a28,3
314958c32,1
210330b14,0
119666a10,2
314581c39,0
215364a26,0
120688a7,2
110912c32,1
312985a8,3
312660c42,0
317407a7,1
115479c33,1
310084c50,0
312244c9,4
311293c37,0
114824c21,3
118571a20,2
220999a5,1
217992a9,0
310545c15,0
314520c13,0
221242a14,0
310138b32,0
218961a36,1
211193b5,7
314675c18,1
310155c28,0
214090c8,0
311770c37,0
110556c26,3
314307c15,2
220875a15,2
311899c19,1
114142a34,1
310563b29,0
220994a10,3
115274c33,0
115236c21,4
314258c32,1
312942c12,1
310810b19,1
121179a60,0
120298a12,0
310322c42,0
122058a39,0
311683c16,0
415344a10,0
416725a3,3
218043a38,1
311721b11,2
310419a37,1
310155c8,3
310889c15,1
112753c36,0
212116b23,0
217809a21,1
310168b2,0
310858b32,0
311292b1,1
311655b46,0
110864c11,0
221069a28,0
313156c22,0
312851a2,0
411230a14,1
218619a16,1
310972c17,0
221161a16,3
312985a25,3
111810c35,0
118573a10,2
121653a1,0
311746c41,3
415463a20,15
122383a28,0
118826a28,1
121441a18,1
219782a31,3
217986a24,0
312129c16,1
311519a26,2
110202b18,0
311166b1,1
119831a19,1
211181b6,2
214097c9,2
221590a10,0
210920c10,1
313761c27,1
221016a12,2
311767c24,0
315994a32,0
115455c39,0
311649b9,0
314810c16,0
210509b26,1
210347b18,1
111989b21,0
118720a6,1
212100b21,0
212086b32,1
112798c30,0
111966b25,0
210611b8,1
221366a4,1
314434a38,2
112773c4,0
310202c35,0
316068a10,3
211812b24,0
211353c27,0
220526a30,0
115440c14,0
210337b7,6
119632a39,1
312797a47,0
314602c30,0
219611a1,0
111213c28,1
310225c9,2
314416c17,1
314453c15,3
120606a5,0
314350c4,0
115038c57,0
313127c32,0
111279b6,0
214215a25,1
313824a6,3
219233a25,0
110535c27,0
410929a7,0
210731c25,0
310639c10,0
312216c27,0
311791c25,1
312248b39,1
114740c14,1
218456a1,3
114479c8,5
313226c25,1
414027a18,2
110366b28,1
218490a30,0
221016a19,1
120946a15,2
110959b43,2
310258c9,1
110815c10,6
313139c31,2
313537c46,0
219739a20,1
313798c17,0
111369c3,0
115526c8,1
110551c7,3
311655c1,0
120206a23,0
313957c13,1
120808a9,1
218655a32,0
412828a4,5
115442c26,0
212228b1,3
212082b34,2
310400a40,2
313503c30,1
310545c16,0
412836a19,1
413988a7,3
220065a10,0
218899a18,6
410206a5,2
313019a16,0
317239a1,0
314233a35,1
210319b35,0
219973a33,0
110964b3,5
310585c5,1
122209a18,0
312129c13,2
218426a19,1
311666c44,0
218891a17,1
113239c10,0
111235c9,2
118712a25,2
114512c25,1
121348a8,0
121196a18,0
120813a40,0
114201c6,7
112752c1,0
110919b4,0
312224c30,0
415454a25,1
310768b39,1
221296a15,0
118931a55,0
111266b5,0
311079c26,0
314118c23,0
115472c15,3
313145c2,0
212222b29,1
220597a13,13
115453c9,3
115257c21,1
311512b17,0
112183b41,0
412841a11,3
220235a31,0
221295a12,0
314454a21,0
313167a7,1
311536b44,0
310861a2,0
119133a14,1
217978a8,4
311902c52,1
312932c23,1
311529a15,2
221692a4,2
311138b32,2
415765a1,1
311155b28,0
311660c14,0
315125a9,1
312163b39,1
221103a4,0
211559b21,1
114797c9,1
310741c12,1
113543c8,1
314615c34,0
210688b25,1
412515a10,3
210019c38,0
312854a3,0
110389c34,1
221019a7,4
118579a16,0
314744c2,1
314114c33,0
315067c24,1
118129a42,1
313511c25,0
222409a11,0
310578b42,4
313989c17,3
313574c19,1
216809a25,4
312281c51,0
111944b15,1
312976c19,0
411103a14,3
313145c19,0
111541b42,1
111978b45,0
310320c20,1
219120a38,1
317413a27,0
111113c30,0
121646a2,0
411108a21,0
315856a14,1
114377c16,1
221467a7,2
110920b14,0
110948b19,1
122743a5,1
219217a6,0
310167b44,0
113849c27,1
310637c35,0
110350c46,1
121154a6,3
120820a11,2
220597a29,0
313205c37,0
414035a1,1
118110a15,0
110692c22,0
310775c14,2
210509b23,1
421998a22,0
310199c36,2
314452a23,2
318380a41,2
210505b17,2
211353c15,1
110366b39,0
311129c44,0
413742a26,4
312139b16,1
110815c4,3
311665c4,2
219250a24,0
315064c27,0
219190a11,0
114588c31,0
313487c12,0
118121a30,0
122730a30,0
310431b16,1
312996a53,0
121089a28,6
311373a48,1
310585b11,1
310436a28,4
312793c8,0
121492a12,0
212081b9,0
120298a5,0
314161c26,3
120745a8,0
211297b35,0
110705a13,0
313009a33,0
222333a19,2
312289a5,0
218122a33,5
321323a48,0
110755c1,1
221056a31,0
112493c42,0
313381c9,1
210044b26,1
115478c11,2
315857a1,2
415402a2,0
312289a33,0
314229a8,7
219595a8,2
119700a28,0
211730c28,1
114136c23,1
310562b23,0
111236b26,0
310316c2,0
313361c37,0
311156b36,2
312961a10,2
311095c37,1
412588a15,1
118801a4,0
220156a23,1
311656b24,2
111654c24,2
222560a5,3
311687c35,0
213698a6,2
310160c50,0
120294a25,0
112975a33,2
314168c23,2
211877c15,0
211818b18,1
210156b9,5
313803c18,2
311360a4,0
314963c3,0
312137b36,0
311258b16,3
121639a16,0
212083b22,0
311409c13,3
311383c18,0
314283c7,3
110822c51,0
210512b9,1
121355a35,0
220868a13,0
311484a17,2
311560a12,1
316740a30,0
119683a18,0
315966a29,1
312122c28,0
415536a32,0
211578b25,2
411162a22,4
221279a22,7
111669b28,0
416977a11,1
221371a12,1
112957c19,0
118733a20,0
119530a30,0
113845c24,1
115325c17,0
115158c28,1
221267a27,2
311763b44,0
112438c37,0
111966b11,2
218425a26,0
110750b18,1
121207a20,0
311313b41,0
314274c19,1
315580a30,0
210692b4,0
312616c36,2
315568a17,5
120446a4,0
111270b41,0
110940b19,2
310549c32,0
315580a53,0
414284a14,2
122728a26,0
112018c27,3
121675a16,2
221287a20,0
415458a21,1
211216b28,2
119078a23,0
118572a5,2
313338c36,0
222561a42,0
311923b24,5
313672c32,0
314381a17,2
314958c7,0
210515b28,0
221260a27,1
310285c26,2
314956c3,1
310178c34,1
111403b11,0
115401c26,1
212099b20,0
314468a31,1
311884c12,2
421882a15,2
110263c4,1
313916c18,3
310425b20,0
210612b6,0
312657a41,0
415206a19,0
115014c29,2
315582c33,0
119396a14,0
211193b13,3
110269b21,1
213411c1,1
312275c14,0
220498a8,2
119509a11,0
110104b17,0
112048b15,0
218235a3,0
313021c14,0
312789a1,0
217933a1,1
118206a1,0
121188a7,0
211184c5,4
317415a47,0
310669c34,1
211027a13,2
314168c12,3
310616b6,1
120195a30,0
419914a24,0
110134c10,0
122597a27,0
314687c5,0
111483b16,0
110975c26,0
311488a28,3
410885a5,7
311390c8,0
317568a33,1
312528c13,2
312521c3,0
120728a35,0
120804a30,0
220348a9,5
314427a8,1
111700c26,1
218902a19,2
111819a25,0
415518a8,7
313310c16,3
418930a2,3
220882a23,1
312383c7,0
115191c14,6
111862b2,0
210709b1,3
218434a13,1
121650a32,0
414644a22,4
310586c19,2
317453a28,1
313532c38,2
210713b16,0
211997c6,3
314058c5,3
210158b13,2
310244c27,0
312665c6,1
115142c1,3
119428a25,0
314783c10,0
314150c30,3
119706a24,0
121172a23,0
110959b26,2
113922c13,7
217847a34,0
219368a22,0
110816c49,2
114541c3,1
219118a3,0
110822c24,0
211826c17,4
415468a25,3
311931b38,0
311789c25,1
110136c50,0
120445a30,1
120753a1,2
120236a32,0
114378c5,7
119956a13,0
217809a15,1
119687a31,1
120725a22,1
110087b10,1
121167a27,0
220665a18,1
111316c5,0
317412a39,0
312657a16,1
312670c10,1
115214c1,0
416729a18,1
311624b8,1
218657a11,0
110665c8,0
220581a21,2
120708a13,2
121168a12,0
222403a24,2
311456a5,0
312316b8,2
218435a1,0
114142a65,0
212219b6,4
110975c11,0
111876b30,0
210507b23,4
311500b36,0
210479b21,5
310297b14,4
221076a23,0
210706b20,2
313000a13,2
311279c25,2
415529a8,4
219615a14,0
122501a4,0
110757c8,0
315974a7,3
317415a45,1
418786a18,0
112804c40,0
113768c18,1
314227c34,0
213154a14,0
310120c43,0
416923a1,0
311416a8,0
118139a3,0
310247c12,1
314878c8,0
121221a7,2
314687c13,0
119832a14,0
314424c30,0
115530c18,2
210874a16,1
111216c43,0
113570c43,0
315952a14,1
115526c19,0
314318c16,1
113846c28,0
115521c12,6
310314c26,0
313095c20,1
111237b27,0
220376a21,1
220664a25,0
312370c41,0
316288a37,1
310802c6,0
210955a39,2
121773a33,0
218429a17,6
219232a31,0
115196c27,0
115409c11,4
112975a34,1
313527c8,0
314633c8,2
111642b25,0
221057a32,0
314026c34,0
316019a21,1
310698c30,2
113583c49,0
218122a7,1
121640a15,0
122211a14,0
313132c3,0
212082b18,1
113853c46,1
313165a24,0
312224c24,1
313030c1,0
218958a36,0
421645a9,7
110763c43,0
415462a31,0
314038c35,0
315028c14,0
311275c19,1
317463a1,0
221050a4,3
314347c28,2
313827c28,0
313053c28,2
111341c4,2
311683c8,2
311660c8,2
110525b12,0
115361c1,5
415110a29,5
311832c4,0
220870a9,1
311923b35,0
311621b2,2
121775a38,0
220621a21,1
119969a16,0
212293c19,1
219203a21,3
210339b10,0
218457a26,1
110751b16,0
310647c45,0
222577a20,0
310091c25,1
114740c44,5
115544c1,6
111884b7,0
218909a30,1
310402a43,1
212305a3,1
311187c50,0
311456a31,2
314334c15,1
415212a5,0
311853b40,0
314299a19,2
312340c10,0
110710a15,2
311666c23,0
315202c14,1
317481a8,0
122483a33,1
121342a41,1
316069a25,1
218410a15,1
313168a35,3
121540a38,0
419493a9,3
121635a10,0
210455b22,0
417014a28,1
312026b26,3
313187c11,1
310413c6,1
315851a21,2
314556c10,0
314072a23,2
212242b28,0
122494a15,2
219752a18,0
218905a28,1
315218c22,0
313711c31,0
221081a5,0
321323a18,0
110555c17,0
312388c24,1
314721c21,4
111210c24,0
310587b23,5
312849a41,1
210872b9,2
122284a15,0
120294a19,1
313371c2,0
313837a43,1
120204a14,0
313484c10,0
412192a14,2
315028c27,0
115552c11,0
312286b13,0
114326c21,4
120687a7,0
314313a25,0
115697a22,0
313366c27,0
210024c36,1
311079c37,1
222403a45,0
122298a7,0
211217b26,2
111483b14,2
120814a17,0
122350a2,1
311340b35,1
110576c8,1
217921a25,2
213712c20,0
213785a1,1
315163c11,0
120925a27,0
218503a19,1
120979a5,0
120305a17,2
110446b35,0
211228b38,0
115312c20,0
111810c1,1
220831a42,0
210933c29,0
212206b39,0
315115c2,0
315064c19,1
212059b11,0
315060c21,2
113592c38,0
218472a18,0
314933c4,0
319324a12,1
311930b17,0
311513b14,0
111144c27,0
313665c1,2
413985a19,1
410890a23,2
311284c44,0
211220b10,4
119734a17,1
218459a19,0
115471c14,0
311381c11,2
119333a41,0
315062c23,2
110910b29,1
114824c26,1
316019a27,4
310178c23,0
310599c39,2
212001c38,1
315776a22,0
119663a64,0
411127a27,1
110958c34,0
312370c21,0
313837a36,0
312528c46,0
317420a7,1
313916c15,4
317407a40,0
311387c28,2
220995a7,1
111397c35,1
211827b13,5
314642c22,1
310765c10,4
218702a11,0
310645c29,2
318380a32,0
222202a12,2
310464c15,1
111875b6,1
113853c44,0
311359a5,2
115301c20,5
118131a3,2
411645a11,2
311721b22,5
312122c35,0
115375c36,0
316825a13,1
311853b18,1
414219a31,2
311763b22,1
218474a20,0
217955a8,1
314067a56,0
211587c25,4
221279a3,3
122284a17,3
110432c3,1
315873a55,0
312361a47,0
114937c16,1
312809c33,0
315168c21,0
119066a3,1
312213c47,0
317233a41,0
212115b18,3
314878c11,0
314397a14,4
312995a49,0
318372a11,0
313765a34,1
314434c28,0
119519a34,0
119444a20,0
222568a34,0
110822c40,2
311298c26,1
310316c26,0
219215a25,1
311625a20,3
311662c29,3
120689a44,1
120982a32,0
210700b19,3
222577a9,0
316891a39,1
416886a48,0
419914a6,0
312689c20,3
313361c29,1
313795c29,1
311933b33,0
118103a45,3
121094a35,0
210228b32,0
421882a20,2
416268a18,1
312175b12,4
222081a23,3
222797a7,2
316029a10,0
313043c18,0
211617c26,0
110202b2,1
313325c23,0
311311b41,0
311758c34,2
312163b23,1
313315c9,3
221610a42,2
118285a6,1
120803a2,1
218629a23,3
421872a24,1
415478a19,3
210686b9,2
314393a3,2
314812c29,0
311288c16,2
214096c1,1
313537c2,2
412569a3,2
219808a16,1
314023c24,1
115309c23,0
414222a17,2
119363a9,7
417275a19,2
311765b9,0
317294a51,0
310614b25,2
121632a31,0
119701a19,0
110660c47,0
312935c22,0
415427a20,2
310749c36,0
412515a23,4
115402c15,0
312109c5,0
310084c23,2
311348b36,2
110750b40,0
315028c10,0
317290a4,2
212002c4,0
317425a1,0
311898c40,2
110660c22,2
313498c6,1
113355c11,2
313573c20,1
318385a26,0
113971c11,2
313527c42,2
320760a9,0
315951a2,1
115418c45,0
220161a1,1
211416b2,0
312660c9,0
415840a13,0
120938a5,0
210492b13,6
312981a28,1
221401a8,0
313375c33,0
415844a6,7
312139b2,3
315170c6,1
220154a25,2
311843c8,2
120290a43,0
414219a37,0
211218b40,0
311485a26,1
311653b50,0
110396b5,0
313463c38,0
313366c30,2
312148b19,2
220576a17,2
311759c4,1
314066a45,0
119557a27,0
217955a30,0
114799c6,10
312241c23,3
221467a19,0
311370b34,3
214428c16,1
311707b21,0
320763a27,2
311656b36,2
311623b15,0
219451a43,1
110261c16,0
110717b35,0
314167c17,8
311243c35,1
313699c23,1
122500a45,0
317230a22,0
119855a14,4
221588a15,1
119647a27,0
112096c10,4
210512c35,1
211220b16,0
315056c25,2
112752c5,2
312923a36,0
114198c32,0
312797a2,2
211819b27,0
212208b18,2
115262c13,0
110733b29,0
110109c9,2
312204c50,0
314247c17,2
310315c33,0
120047a16,1
415207a17,1
315776a30,1
211739b11,2
312867a20,2
115210c2,6
110912c55,0
111399c15,0
219451a20,1
221066a16,0
115011c30,2
218983a38,0
213684a2,4
212290c2,1
311898c36,1
310380a3,0
314306c7,0
212095b5,0
118199a27,2
314067a7,1
315121a35,0
311008b31,4
320790a31,0
310293b35,3
118833a17,2
314820c25,0
118141a36,1
110129c10,0
120923a20,2
122217a42,0
112234c12,0
110567b23,0
416418a41,0
112170c33,0
120771a30,3
111230c37,0
122483a28,2
120610a35,2
119273a14,0
110300b37,1
111689c45,0
314426c33,0
318511a5,3
218674a4,0
318371a1,8
315789a20,2
318191a22,2
317299a17,0
221019a37,0
111943b26,2
121676a3,4
313485c6,0
219089a16,0
115237c29,2
211186b28,0
214093c15,0
219259a11,2
110133c27,0
110424c23,2
112645c33,0
119533a27,0
118550a8,2
221248a27,0
313008c32,0
110721b2,0
310894c36,0
111700c36,0
121356a15,0
316738a2,0
314945c11,2
111410b24,0
119705a14,0
311864c30,5
110741b4,3
415843a19,3
221239a27,2
221069a3,1
121144a47,0
314759c18,0
313057a19,0
120925a25,2
310991b31,2
310989c14,2
419472a7,5
118726a20,2
314237a7,2
210509b34,0
310164b22,2
118720a13,3
111316b6,4
221700a10,8
412825a5,3
310157c18,0
120732a6,0
121760a54,0
310741c5,0
110365b3,2
414027a2,7
413124a8,3
111398c5,2
120315a28,0
118577a11,0
119296a10,1
115340c9,0
218912a24,2
121457a13,0
311433c35,2
311001a22,3
218484a40,0
312614a4,1
318385a18,3
115268c17,3
113281a31,0
211178b22,3
112495c12,0
314944c9,0
210509b20,0
311107c15,5
311917c37,0
311296c24,0
219775a19,2
110843b14,0
310315c22,0
113105c39,0
110693c38,0
314647c46,0
112773c5,0
121340a31,0
121488a26,0
219752a38,0
210673b21,2
121172a35,0
414504a2,2
218639a41,0
121530a9,1
113561c24,0
216899a10,0
121130a45,0
310342c30,0
120745a24,1
314377a4,1
111742c10,4
317384a18,1
311682c9,0
110864c29,0
411108a13,4
313762a10,0
220984a22,5
314827c12,0
310448a7,0
312203c1,1
312785c3,2
312638c28,2
315951a6,1
318351a11,0
315848a30,0
119057a14,11
120966a14,1
112493c36,0
111860b43,0
210511b7,0
314847c18,0
120611a22,0
210955a22,2
314244a20,1
218441a22,0
111876b17,0
310982c37,4
311922b13,2
220066a14,2
310641b33,1
313782c16,0
221475a26,4
110940b2,3
312787a44,0
110763c22,1
115386c26,0
312402c13,1
219740a24,1
414637a29,3
217946a19,0
311759c18,4
110135c12,2
120050a1,1
210356b14,2
222074a20,0
119635a23,0
313907c33,0
314585c13,2
321558a50,0
114195c45,1
220070a19,0
221286a7,4
311078c30,2
312171b30,1
111342c24,0
119698a6,0
222108a16,1
310609c2,0
417288a36,0
310548c2,0
314982c31,0
114667a28,1
413920a17,2
316216a29,0
318399a8,3
311908b19,1
119957a4,1
120428a31,0
115126c26,11
319017a7,1
110567b30,0
313341c33,0
112804c26,3
310281b31,1
211981c26,0
311084c36,1
315244c38,0
313012a42,0
316030a36,0
119661a13,2
119655a6,0
120264a22,0
312258b31,2
119734a19,0
414279a22,2
213890a23,3
414518a8,1
119543a30,0
314711c40,2
311282c3,0
313699c29,1
111884b19,0
118795a5,1
210884b14,0
310538b43,3
316066a14,2
312198b16,1
311785c48,0
311528a10,2
121420a4,0
310781c51,0
211436b30,0
112291b14,0
314233a33,1
310065c14,1
312792c25,0
120810a7,0
312149b33,2
314318c4,0
110238c25,0
415491a21,2
315046c24,0
110107b41,1
121187a1,5
111954c39,1
121530a37,0
311001c34,3
122737a28,2
314249a12,5
311281c25,0
310587c18,2
114590c33,2
211618b8,2
221082a9,0
211793b20,2
415457a17,11
417280a2,3
310402a26,3
320781a43,0
316209a26,2
110425c6,0
120906a27,3
220497a15,3
220678a15,0
220664a17,3
416885a19,0
212100b15,1
313000a8,0
315172c21,1
121485a28,0
219022a31,0
218493a34,2
314608c19,0
416271a37,0
210235b37,0
314437a31,2
220371a17,3
215377a13,0
210213b3,4
119966a20,0
415605a20,1
315207c25,1
312194b40,0
314237c36,1
310644b34,1
118293a24,0
220520a17,3
115468c9,5
211350c33,1
110716b2,1
311664c4,9
113589c19,0
111692b10,3
220015a20,3
314183c37,0
314489c8,0
113926c13,1
115526c37,0
316020a38,2
311155c5,0
221289a7,1
122186a17,4
218637a35,2
312722c24,1
311324c32,1
119842a12,0
122597a2,0
220522a26,3
310593c18,2
210224b20,10
317303a49,0
310121a28,2
311484a3,0
313366c22,2
220549a2,0
112170c17,0
111881b6,0
111690c28,3
119509a19,0
314976c3,2
111522b34,0
120202a32,0
315927a8,2
120028a34,0
118352a18,0
112013c26,1
415836a27,2
220376a27,2
210686b21,2
220584a26,1
312194b43,0
219087a7,1
311656b6,2
419468a3,0
111230c30,0
314782c8,2
313127c45,0
312938c15,1
314431c1,0
115376c3,4
310643c42,0
213042c7,1
212002c23,3
219231a16,4
121142a18,1
111449c4,3
311757c37,1
312154b19,1
313830a18,3
310431a27,7
220009a21,0
310537b7,2
413945a20,1
314966c13,0
120339a42,0
113980c39,0
118564a4,2
115455c33,0
314856c27,0
414289a26,1
112804c5,2
110973c9,0
112774c26,3
314564c15,1
310421a2,0
313899c9,2
111371c10,0
120294a3,0
313369c17,0
314454a17,3
313751c17,0
314583a3,0
310782c33,1
118308a31,1
314279c30,3
113237c20,0
419471a9,4
218880a13,2
310122b36,1
212208b24,2
115415c11,4
310031c24,0
118714a30,0
311763c23,0
220583a26,2
120048a6,3
313536c25,0
317299a10,0
318380a26,2
413740a25,0
114142a45,1
110365b38,0
314935c14,0
120034a20,0
310581c36,1
211201b1,0
113360c30,0
219775a12,0
210468b1,0
312244c31,1
317290a23,1
318511a15,0
119856a8,0
111869b27,0
120288a23,0
211007a4,1
119653a19,1
111881b2,3
310140b25,5
311136b30,0
313750c28,4
111398b42,1
315055c37,2
112800c14,1
219740a29,0
112037c26,2
312722c19,1
317245a50,0
120297a10,2
110958c5,1
112646c44,0
312460c37,1
317388a1,0
119569a43,0
412577a24,2
217920a12,1
218544a9,2
210727c17,2
120308a9,4
315315c29,0
310893c2,0
113855c4,0
419919a16,0
411166a29,3
119838a8,1
120822a55,0
212137c27,1
310154c21,2
120204a46,1
314066a3,0
218979a24,0
313532c32,4
113847c4,0
310403a3,0
214402c14,3
313361c15,0
122651a39,0
317298a43,2
211667a1,1
310323c16,0
311186c2,1
311851b41,2
210818b21,1
221269a20,0
415518a12,9
115419c2,1
221610a17,1
213057c20,0
311719b36,0
312309c4,0
421975a8,2
314708c12,0
114797c10,2
314408a2,2
219782a42,3
410211a16,0
118586a34,0
110536c40,0
110938b48,1
115298c23,0
121094a39,0
310563b5,0
314891c13,1
211798b9,3
219606a20,0
314289c22,0
310373a34,0
120163a19,3
210351b3,0
418781a19,3
410987a31,1
312962a17,1
310072c42,0
119543a1,1
413925a15,2
220381a3,0
310617b20,2
416786a9,6
311758c7,4
110833b29,0
311562a28,0
412573a12,2
310766c42,0
113590c8,2
317381a7,0
211587c28,3
310285c27,1
211558b20,2
315959a27,1
312657a3,0
115147c3,3
122740a10,0
314960c21,2
213690a23,1
313149c39,0
118931a28,0
311326c33,1
211617b15,2
310224c43,0
310670c35,0
211798b7,1
122374a28,2
110958c9,1
114775c16,2
314451a19,4
220066a33,3
311281c19,0
314594a16,2
118729a9,0
110262c33,3
112962c21,2
310602c32,3
314686c13,4
110690c27,2
417056a28,0
114513c35,0
314960c34,2
220504a45,0
312109c11,4
310465c9,2
214078c23,0
415834a16,1
112161c13,0
119058a27,0
313378c20,1
110382b8,0
118329a4,2
114539c37,0
312289a44,0
311515b6,0
313306c56,0
314009c8,2
313111c6,2
312169c33,2
417124a28,0
211440b18,2
311508a16,4
211029b29,0
114296c37,1
218478a18,0
212412c14,0
314936c18,1
121488a27,0
311107c50,0
311935c54,0
221358a48,0
313149c11,0
312116c25,2
111342c10,1
317242a42,2
219583a25,3
314415a4,3
320765a42,1
312798a48,0
221366a23,2
312657a49,0
111739c41,1
417228a21,0
120392a26,3
119066a14,2
121555a42,0
110910b24,3
312788a19,3
219626a16,2
314298a3,1
317568a39,0
313828a4,2
115301c38,0
219260a15,3
312617c19,0
416964a11,0
212837c7,3
211443b1,0
213897a28,0
314744c11,1
415441a13,2
313344c29,2
211795b10,2
311288c43,0
415176a23,3
112865c31,0
313515c11,2
313674a1,0
311000c9,0
121092a5,0
315791a4,1
310993a17,1
114738c28,0
222081a38,1
316288a39,1
210024c17,3
313808c42,0
120307a20,0
312190b29,2
211584b21,2
416978a30,1
118279a5,0
212553c9,1
114264c17,2
310891c37,0
119289a45,0
219107a13,6
313052a29,1
120275a39,0
210217b30,0
220627a27,1
214569c30,0
220984a19,7
314003c29,1
220503a6,0
118135a39,0
312302c18,2
220637a23,1
110830b22,1
211228b34,0
119857a30,0
210231b2,1
120979a14,3
310542c15,0
118118a19,0
120806a62,0
310988c32,2
311369b1,0
311857c8,3
311312b34,0
211354c12,2
314556c11,1
119701a23,0
315207c31,0
210232b36,0
212145c5,1
312226c20,5
314308a27,4
210621b29,0
416777a12,4
218899a10,1
315306a5,3
212114b4,2
320220a46,3
311156b3,3
216899a49,0
314062a2,2
317414a10,0
218421a9,0
221046a22,2
115373c12,0
220667a7,3
222108a21,0
221056a2,0
212050b11,2
120728a5,0
119713a18,2
410230a32,0
315314c9,0
214068c37,0
314459c28,0
310323c19,1
310201c51,0
120938a35,0
313145c17,1
113560c34,1
310774c38,9
110423c38,0
212145c4,0
314397a18,1
412825a13,2
313914c31,2
412460a4,1
318385a27,1
317463a35,0
310561b13,2
118719a21,0
220066a21,1
314249a28,2
217924a9,2
219096a17,1
311785c40,0
314835c4,2
220230a15,2
118740a6,3
313803c15,3
320399a15,2
213268c7,1
110831b15,0
314721c25,0
111380b5,1
312309c8,1
411230a20,1
110382b9,0
311144b11,5
110258b18,0
120925a41,1
122287a41,0
111955c39,0
118135a4,0
311277c2,0
315097c20,0
111966b9,6
314322c18,0
211029b8,5
413959a14,0
120926a9,2
121101a19,0
210324b2,4
118554a24,0
314040c14,0
312461c22,0
114378c28,1
313988c15,1
121777a16,1
313802c46,0
310871c53,0
111270b20,1
317380a11,1
320760a3,0
312388c41,0
414637a13,0
111824c9,5
119066a5,1
412577a15,4
210135b18,2
317141a37,0
315161c25,1
317309a23,0
112074c7,2
219786a36,0
313802c42,1
118206a11,0
321558a34,1
220830a3,3
312101c35,1
110387c6,0
113583c2,1
310064c18,1
317420a24,2
121649a28,0
120211a18,1
321472a16,3
119959a8,2
312780a8,6
312029b1,0
114201c9,7
315932a14,2
110365b29,1
112438c15,0
310998c1,0
312264c7,2
412497a11,1
311293b17,5
211175b13,2
115146c20,2
316086a27,2
310763b33,0
310120a18,2
221057a29,0
311684c2,3
111690b2,0
414219a14,4
316100a27,1
118156a30,1
418787a3,0
312062c31,8
417228a22,1
110690c38,1
122606a21,3
415445a12,2
210485b19,3
310298b17,2
316738a14,0
113844c12,3
311272c35,0
312288b30,1
314429a31,4
212292c26,2
312669c40,1
218159a16,0
110922b26,1
313121c9,1
218637a16,2
317415a30,3
314154c6,8
314279c19,5
115461c26,3
412273a17,2
218471a35,0
421617a21,1
220157a31,0
110997c27,1
118211a35,2
315786a39,2
115291c37,0
212114b22,2
311532a19,1
312163b28,1
120064a18,1
111940b9,0
313914c35,0
317303a21,0
219034a19,1
121137a29,0
119662a9,0
313226c23,4
211217b24,1
121123a19,3
115549c21,2
211456c13,2
412812a14,1
122216a25,0
216198a12,0
419500a16,1
113764c1,0
417607a10,0
111758b4,2
110762c52,1
314422c14,1
317310a47,0
212093b24,5
212111b1,0
120321a6,2
211880c6,2
113508a28,0
113571c1,0
210863b15,0
311189c7,0
317437a32,0
415476a19,1
113583c32,2
314272c13,2
211382b18,2
110269b10,0
120202a23,2
113735c38,0
120290a26,0
222554a5,2
312451c18,1
310425b35,0
118129a20,2
220066a4,1
415836a13,0
312698c10,2
314359a40,1
111690b17,0
211585b44,0
220114a23,0
119957a22,0
314633c31,2
220082a20,1
115506c29,0
414097a31,0
311508a23,3
315968a21,0
218879a7,0
411159a11,2
311276c6,0
211730c25,0
221234a21,0
315874a47,0
218878a30,0
311759c35,2
315796a30,1
317095a16,0
415490a6,5
313911c16,3
219812a11,1
318511a21,1
319324a30,0
111457c4,3
310201c26,2
110906c13,3
311108c5,1
311406c57,0
312382c35,5
319879a17,3
312216c6,0
416980a2,0
414018a21,1
114805c39,0
310077c26,0
220554a27,1
115379c12,3
312027b35,0
413961a31,1
310225c7,3
314489c37,0
217928a6,1
314657a16,2
120605a4,3
222410a18,0
120411a65,0
313828c21,0
415128a17,1
119396a37,0
310640c41,0
212215b27,1
210704b8,0
311908b30,2
311292b10,0
115443c34,0
219038a4,1
219781a15,1
317095a29,1
311767c16,0
311851c49,0
118293a9,0
314235c20,0
317239a9,0
122488a32,0
311166b8,0
120411a57,1
114203c12,4
320777a17,1
317353a51,0
111823c28,0
314232c10,0
314820c16,0
412587a22,0
315174c20,1
311187c47,0
113362c12,1
314884c8,0
320760a28,0
210857c9,3
314643c20,1
218237a10,2
316001a28,0
122484a25,1
219251a13,4
221593a8,3
310748c5,2
317239a7,0
115157c14,2
118577a8,0
120942a12,0
210674b13,1
110133c12,0
315960a45,0
118306a42,0
115335c15,0
222096a17,1
313823a13,1
221248a29,0
312549c37,1
122216a33,0
111083c6,4
222134a10,3
311763c1,1
317409a32,0
311155c10,1
213780a3,0
112394c41,0
313342c16,2
311545b9,0
314289c11,4
310464c30,5
213384c24,0
311089c11,0
314351c25,0
210019c3,1
315122a26,1
212234b14,3
118710a15,0
310469a25,5
211644c9,1
110555c21,2
212210b4,1
314831c13,1
317140a5,1
310998a25,4
111860b8,3
310117a39,1
122616a2,0
119569a26,1
310804c27,1
310279b14,2
311845c37,2
310684c39,0
112401c31,0
315374c38,1
313746c29,0
120181a35,0
311079c15,2
311147b44,0
313224c25,1
